Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
282943	t4K5z0e2NZ	Unit CTA1_15, Section CTA1_15-3	SYS09	2	XLabel	2006-04-27 10:17:32.0	2006-04-27 10:17:40.0	2006-04-27 10:17:40.0	2006-04-27 10:17:40.0	8	8		1	0	0	1	Labelling the axes	145
283169	t4K5z0e2NZ	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE2TRE	1	R3C2	2006-05-11 10:04:17.0	2006-05-11 10:04:20.0	2006-05-11 10:04:20.0	2006-05-11 10:04:20.0	3	3		1	0	0	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	407~~337~~142
283319	t4K5z0e2NZ	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2	EG-FACTOR49	1	a-factor-2	2006-05-19 09:43:09.0	2006-05-19 09:43:50.0	2006-05-19 09:43:50.0	2006-05-19 09:43:50.0	41	41		1	0	0	1		
283544	t4K5z0e2NZ	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR13	1	(8?sqrt(8^2-4*7*1))/(2*7) = x	2006-05-22 10:11:48.0	2006-05-22 10:11:56.0	2006-05-22 10:11:56.0	2006-05-22 10:11:56.0	8	8		1	0	0	1		
283843	tlJn3I40bf	Unit CTA1_01, Section CTA1_01-4	L1FB12B	1	R3C2	2005-09-12 09:19:26.0	2005-09-12 09:20:06.0	2005-09-12 09:20:44.0	2005-09-12 09:20:44.0	78		78	0	1	0	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	72~~32~~19
284008	tlJn3I40bf	Unit CTA1_02, Section CTA1_02-3	L3NOV10C	1	yMin	2005-09-29 09:20:03.0	2005-09-29 09:20:04.0	2005-09-29 09:20:04.0	2005-09-29 09:20:04.0	1	1		1	0	0	1	Changing axis bounds	14
284243	tlJn3I40bf	Unit ES_01, Section ES_01-6	EG21	9	x = -2-2	2005-10-06 10:48:23.0	2005-10-06 10:48:27.0	2005-10-06 10:48:27.0	2005-10-06 10:48:27.0	4	4		1	0	0	1	[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]	18~~48
284490	tlJn3I40bf	Unit CTA1_04, Section CTA1_04-3	PERCENT14	1	R4C1	2005-10-12 15:16:57.0	2005-10-12 15:17:07.0	2005-10-12 15:17:07.0	2005-10-12 15:17:07.0	10	10		1	0	0	1	Entering a given	145
284651	tlJn3I40bf	Unit ES_02, Section ES_02-6	EG40	4	-7x-1 = 8	2005-10-14 09:22:30.0	2005-10-14 09:22:48.0	2005-10-14 09:22:48.0	2005-10-14 09:22:48.0	18	18		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	45~~10
284856	tlJn3I40bf	Unit CTA1_13, Section CTA1_13-1	PROP09	1	R7C2	2005-10-20 09:22:11.0	2005-10-20 09:22:21.0	2005-10-20 09:22:21.0	2005-10-20 09:22:21.0	10	10		1	0	0	1	Entering a given	191
285197	tlJn3I40bf	Unit CTA1_06, Section CTA1_06-3	JAN05	1	7500+155V = 92440	2005-10-28 09:16:30.0	2005-10-28 09:16:43.0	2005-10-28 09:16:43.0	2005-10-28 09:16:43.0	13	13		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	83
285667	tlJn3I40bf	Unit ES_03, Section ES_03-6	EG53	1	-5.1+2.1 = 3.1x-2.1+2.1	2005-12-06 15:07:20.0	2005-12-06 15:07:27.0	2005-12-06 15:07:27.0	2005-12-06 15:08:19.0	59	59		1	2	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	24
285982	tlJn3I40bf	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	Formula 1 Coeff 0	2005-12-20 09:59:32.0	2005-12-20 09:59:58.0	2005-12-20 09:59:58.0	2005-12-20 09:59:58.0	26	26		1	0	0	1	Setting the y-intercept	17
286360	tlJn3I40bf	Unit ES_04, Section ES_04-14	LIT20A	3	s/d*d = (f-c)*d	2006-01-24 13:50:44.0	2006-01-24 13:50:49.0	2006-01-24 13:50:49.0	2006-01-24 13:51:26.0	42	42		1	0	0	2	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	65~~71
286795	tlJn3I40bf	Unit CTA1_10, Section CTA1_10-5	DISTFB08_SP	1	R7C2	2006-03-07 10:17:31.0	2006-03-07 10:17:41.0	2006-03-07 10:17:41.0	2006-03-07 10:17:41.0	10	10		1	0	0	1	Entering a given	362
287002	tlJn3I40bf	Unit ES_07, Section ES_07-6	LIT81A	1	a*h-7g+7g = q*k+7g	2006-03-13 10:11:31.0	2006-03-13 10:11:44.0	2006-03-13 10:11:44.0	2006-03-13 10:11:50.0	19	19		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	79
287210	tlJn3I40bf	Unit CTA1_12, Section CTA1_12-4	SYSFB04	1	xScale	2006-03-27 10:12:05.0	2006-03-27 10:12:16.0	2006-03-27 10:12:16.0	2006-03-27 10:13:12.0	38	38		1	0	0	2	Changing axis intervals	88
287571	tlJn3I40bf	Unit ES_05, Section ES_05-10	EG62	2	35.57y+(-34.54) = 33.93	2006-04-10 09:15:10.0	2006-04-10 09:15:30.0	2006-04-10 09:15:30.0	2006-04-10 09:15:30.0	20	20		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	329
287955	tlJn3I40bf	Unit CTA1_14, Section CTA1_14-4	IPCRETIREMENT	1	625000-259000/7*Y = 0	2006-05-22 09:20:58.0	2006-05-22 09:21:12.0	2006-05-22 09:21:12.0	2006-05-22 09:21:12.0	14	14		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	372
288215	tyU2s0MBzm	Unit CTA1_01, Section CTA1_01-3	L5FB03A	1	R5C1	2005-09-09 09:23:05.0	2005-09-09 09:23:11.0	2005-09-09 09:23:11.0	2005-09-09 09:23:11.0	6	6		1	0	0	1	Entering a given	52
288484	tyU2s0MBzm	Unit CTA1_02, Section CTA1_02-4	REAL28	1	XLabel	2005-09-20 13:07:05.0	2005-09-20 13:07:20.0	2005-09-20 13:07:20.0	2005-09-20 13:07:20.0	15	15		1	0	0	1	Labelling the axes	22
288776	tyU2s0MBzm	Unit ES_01, Section ES_01-9	EG23	1	0/8 = 8x/8	2005-09-26 09:11:45.0	2005-09-26 09:11:58.0	2005-09-26 09:11:58.0	2005-09-26 09:12:15.0	30	30		1	1	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	3
288955	tyU2s0MBzm	Unit CTA1_04, Section CTA1_04-2	BH1T02	1	N*10.5 = 2200	2005-09-30 08:49:25.0	2005-09-30 08:49:38.0	2005-09-30 08:49:38.0	2005-09-30 08:49:38.0	13	13		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	25~~35
289361	tyU2s0MBzm	Unit ES_02, Section ES_02-10	EG44	3	-6y/-6 = -3/-6	2005-10-07 09:18:57.0	2005-10-07 09:19:11.0	2005-10-07 09:19:11.0	2005-10-07 09:19:19.0	22	22		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	21
289463	tyU2s0MBzm	Unit CTA1_13, Section CTA1_13-1	PROP10	3	R7C1	2005-10-14 08:37:04.0	2005-10-14 08:37:12.0	2005-10-14 08:37:12.0	2005-10-14 08:37:12.0	8	8		1	0	0	1	Entering a given	206
290041	tyU2s0MBzm	Unit CTA1_06, Section CTA1_06-5	FBSMR1	2	R5C1	2005-10-31 10:07:58.0	2005-10-31 10:08:04.0	2005-10-31 10:08:04.0	2005-10-31 10:08:04.0	6	6		1	0	0	1	Using simple numbers~~Using small numbers~~Find X, Simple	200~~183~~27
290398	tyU2s0MBzm	Unit ES_03, Section ES_03-6	EG52A	2	34.3+27.8 = -18x-27.8+27.8	2005-11-16 14:13:53.0	2005-11-16 14:14:47.0	2005-11-16 14:14:47.0	2005-11-16 14:14:56.0	63	63		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	47
290691	tyU2s0MBzm	Unit CTA1_08, Section CTA1_08-3	DEC04	1	XLabel	2005-11-21 10:20:32.0	2005-11-21 10:20:40.0	2005-11-21 10:20:40.0	2005-11-21 10:20:40.0	8	8		1	0	0	1	Labelling the axes	102
291133	tyU2s0MBzm	Unit ES_04, Section ES_04-16	LIT55	1	(y-3)/m+7 = x-7+7	2005-12-05 10:14:15.0	2005-12-05 10:14:22.0	2005-12-05 10:14:22.0	2005-12-05 10:15:23.0	68	68		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	92
291372	tyU2s0MBzm	Unit CTA1_10, Section CTA1_10-6	DISTFB11_SP	1	N-30 = 680/7	2005-12-19 10:02:50.0	2005-12-19 10:02:55.0	2005-12-19 10:02:55.0	2005-12-19 10:02:55.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	279
291542	tyU2s0MBzm	Unit ES_07, Section ES_07-4	LIT63A	1	n*(t-z) = c*j+h*r	2005-12-20 10:17:29.0	2005-12-20 10:17:42.0	2005-12-20 10:17:42.0	2005-12-20 10:17:42.0	13	13		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	299
291940	tyU2s0MBzm	Unit CTA1_12, Section CTA1_12-5	SYSFB05	2	xMax	2006-01-06 11:32:24.0	2006-01-06 11:34:18.0	2006-01-06 11:34:18.0	2006-01-06 11:34:18.0	114	114		1	0	0	1	Changing axis bounds	157
292500	tyU2s0MBzm	Unit ES_05, Section ES_05-8	EG61	5	1.5x+1.06 = 0x	2006-01-27 14:05:29.0	2006-01-27 14:06:02.0	2006-01-27 14:06:02.0	2006-01-27 14:06:02.0	33	33		1	0	0	1	[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]	69
293099	tyU2s0MBzm	Unit CTA1_14, Section CTA1_14-4	2PTFB18	1	R4C1	2006-02-09 13:56:02.0	2006-02-09 13:56:17.0	2006-02-09 13:56:17.0	2006-02-09 13:56:17.0	15	15		1	0	0	1	Entering a given	498
293351	tyU2s0MBzm	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	YLT3X+5	1	GraphChoice1	2006-02-13 14:01:33.0	2006-02-13 14:01:36.0	2006-02-13 14:01:36.0	2006-02-13 14:01:36.0	3	3		1	0	0	1		
293645	tyU2s0MBzm	Unit CTA1_15, Section CTA1_15-3	SYS07	1	3000-120X = 1500	2006-02-17 12:07:06.0	2006-02-17 12:07:13.0	2006-02-17 12:07:13.0	2006-02-17 12:07:13.0	7	7		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	448
293880	tyU2s0MBzm	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE2TRE	1	R2C1	2006-02-24 09:38:15.0	2006-02-24 09:38:22.0	2006-02-24 09:38:22.0	2006-02-24 09:38:22.0	7	7		1	0	0	1	Identifying units	291
294033	tyU2s0MBzm	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2	EG-FACTOR49	1	2x^2+5x+3	2006-03-03 10:11:36.0	2006-03-03 10:11:43.0	2006-03-03 10:11:43.0	2006-03-03 10:11:43.0	7	7		1	0	0	1		
294288	tyU2s0MBzm	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR11	1	5x^2+6x+1 = 0	2006-03-07 11:35:24.0	2006-03-07 11:35:29.0	2006-03-07 11:35:29.0	2006-03-07 11:35:29.0	5	5		1	0	0	1		
294641	tyU2s0MBzm	Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1	NEWQUAD7TRE	1	R4C2	2006-03-13 10:15:01.0	2006-03-13 10:15:22.0	2006-03-13 10:15:22.0	2006-03-13 10:15:22.0	21	21		1	0	0	1	Entering a given~~Entering a given quadratic value	637~~39
294789	tyU2s0MBzm	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01	1	constant factors2R1	2006-03-16 09:57:00.0	2006-03-16 09:57:03.0	2006-03-16 09:57:03.0	2006-03-16 09:57:03.0	3	3		1	0	0	1		
294922	tyU2s0MBzm	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS07	2	row1-D-y	2006-03-16 13:57:26.0	2006-03-16 13:57:30.0	2006-03-16 13:57:30.0	2006-03-16 13:57:30.0	4	4		1	0	0	1		
295310	tyU2s0MBzm	Unit CTA1_20, Section CTA1_20-2	2PTFB19	1	R3C2	2006-03-24 09:46:03.0	2006-03-24 09:46:57.0	2006-03-24 09:47:15.0	2006-03-24 09:47:15.0	72		72	0	2	0	1	Using small numbers~~Using difficult numbers~~Write expression, two points	439~~204~~20
295483	tyU2s0MBzm	Unit CTA1_21, Section CTA1_21-2	BH1T49	1	Formula 1 Coeff 1	2006-03-24 14:09:17.0	2006-03-24 14:09:21.0	2006-03-24 14:09:23.0	2006-03-24 14:09:23.0	6		6	0	1	0	1	Setting the slope	28
295764	tyU2s0MBzm	Unit CTA1_22, Section CTA1_22-1	SYSFB20	1	R1C2	2006-03-31 10:14:23.0	2006-03-31 10:14:44.0	2006-03-31 10:14:44.0	2006-03-31 10:14:44.0	21	21		1	0	0	1		
295865	tyU2s0MBzm	Unit ES_06, Section ES_06-1	EG63A	2	-940.79-671.83(x-239.83) = -143.69+645.36x*(-562/(363x)+852.66)	2006-04-03 13:15:34.0	2006-04-03 13:16:01.0	2006-04-03 13:16:01.0	2006-04-03 13:16:01.0	27	27		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	518
295944	tyU2s0MBzm	Unit CTA1_24, Section CTA1_24-1	PERCENT07	1	R3C2	2006-04-06 10:06:35.0	2006-04-06 10:06:50.0	2006-04-06 10:06:50.0	2006-04-06 10:06:50.0	15	15		1	0	0	1	Using small numbers~~Write expression, positive slope~~Using difficult numbers	468~~180~~248
296134	tyU2s0MBzm	Unit CTA1_25, Section CTA1_25-1	PROP11	1	R3C1	2006-04-11 12:47:30.0	2006-04-11 12:47:34.0	2006-04-11 12:47:34.0	2006-04-11 12:47:34.0	4	4		1	0	0	1	Define Variable	248
296321	tyU2s0MBzm	Unit CTA1_26, Section CTA1_26-1	L3NOV08	1	yMax	2006-04-20 14:12:04.0	2006-04-20 14:12:08.0	2006-04-20 14:12:08.0	2006-04-20 14:12:08.0	4	4		1	0	0	1	Changing axis bounds	289
296526	tyU2s0MBzm	Unit CTA1_27, Section CTA1_27-1	REAL02	2	ValidEquations	2006-04-21 11:42:55.0	2006-04-21 11:43:11.0	2006-04-21 11:43:11.0	2006-04-21 11:43:11.0	16	16		1	0	0	2		
297746	tyU2s0MBzm	Unit QuadLinearFuncTrans, Section QLFuncTrans11	TRANSFORMN029	1	ParentCurveChoice	2006-04-27 13:24:33.0	2006-04-27 13:24:35.0	2006-04-27 13:24:35.0	2006-04-27 13:24:35.0	1	1		1	0	0	1	Identify Parent Curve	113
298011	X5eS5kvC8h	Unit CTA1_01, Section CTA1_01-4	L1FB12	1	R5C1	2005-09-09 09:00:31.0	2005-09-09 09:00:42.0	2005-09-09 09:00:42.0	2005-09-09 09:00:42.0	11	11		1	0	0	1	Entering a given	36
298283	X5eS5kvC8h	Unit CTA1_02, Section CTA1_02-4	REAL19	1	R3C1	2005-09-23 08:56:58.0	2005-09-23 08:57:03.0	2005-09-23 08:57:03.0	2005-09-23 08:57:03.0	5	5		1	0	0	1	Define Variable	29
298480	X5eS5kvC8h	Unit ES_01, Section ES_01-6	EG21	6	6+x-6 = -9-6	2005-09-29 08:49:27.0	2005-09-29 08:49:33.0	2005-09-29 08:49:33.0	2005-09-29 08:49:33.0	6	6		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	38
298689	X5eS5kvC8h	Unit CTA1_04, Section CTA1_04-2	BH1T32	1	R1C1	2005-10-07 08:55:31.0	2005-10-07 08:55:57.0	2005-10-07 08:55:57.0	2005-10-07 08:55:57.0	26	26		1	0	0	1		
298964	X5eS5kvC8h	Unit ES_02, Section ES_02-6	EG40	1	-9-3x+9 = 10+9	2005-10-17 08:43:58.0	2005-10-17 08:44:25.0	2005-10-17 08:46:05.0	2005-10-17 08:46:53.0	175		175	0	7	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	12
299138	X5eS5kvC8h	Unit CTA1_13, Section CTA1_13-1	PROP12	1	R1C2	2005-10-28 08:43:57.0	2005-10-28 08:45:24.0	2005-10-28 08:46:00.0	2005-10-28 08:46:00.0	123		123	0	1	0	1		
299704	X5eS5kvC8h	Unit CTA1_06, Section CTA1_06-5	FBSMR3	2	0.99-0.05X = 0.44	2005-12-02 10:00:17.0	2005-12-02 10:00:26.0	2005-12-02 10:00:45.0	2005-12-02 10:00:45.0	28		28	0	1	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	97
300093	X5eS5kvC8h	Unit ES_03, Section ES_03-8	LIT11A	2	constant terms1R1	2005-12-20 10:00:18.0	2005-12-20 10:00:22.0	2005-12-20 10:00:22.0	2005-12-20 10:00:22.0	4	4		1	0	0	1		
300221	X5eS5kvC8h	Unit CTA1_08, Section CTA1_08-3	DEC04	1	R3C1	2006-01-03 10:03:47.0	2006-01-03 10:03:49.0	2006-01-03 10:03:49.0	2006-01-03 10:03:49.0	2	2		1	0	0	1	Define Variable	88
300575	X5eS5kvC8h	Unit ES_04, Section ES_04-16	LIT55	1	(y-3)/m = x-7	2006-01-20 10:03:22.0	2006-01-20 10:03:35.0	2006-01-20 10:03:53.0	2006-01-20 10:03:53.0	31		31	0	1	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	198
300757	X5eS5kvC8h	Unit CTA1_10, Section CTA1_10-5	DIST04_SP	1	R3C1	2006-01-27 10:13:40.0	2006-01-27 10:13:46.0	2006-01-27 10:13:46.0	2006-01-27 10:13:46.0	6	6		1	0	0	1	Define Variable	103
300973	X5eS5kvC8h	Unit ES_07, Section ES_07-4	LIT67A	1	FinalAnswer	2006-02-10 07:39:09.0	2006-02-10 07:39:34.0	2006-02-10 07:39:34.0	2006-02-10 07:41:42.0	31	31		1	0	0	2	simplify-fractions-sp~~factor-sp	6~~6
301302	X5eS5kvC8h	Unit CTA1_12, Section CTA1_12-5	SYSFB05	1	-120X = -602	2006-02-24 09:57:03.0	2006-02-24 09:57:13.0	2006-02-24 09:57:13.0	2006-02-24 09:57:13.0	10	10		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	298~~68
301561	X5eS5kvC8h	Unit ES_05, Section ES_05-9	EG62A	2	246.98y = -11148.9	2006-03-03 09:56:52.0	2006-03-03 09:57:04.0	2006-03-03 09:57:04.0	2006-03-03 09:57:04.0	12	12		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	133~~338
301924	X5eS5kvC8h	Unit CTA1_14, Section CTA1_14-4	LDEMO_PTPT	2	2X = 36	2006-03-24 09:43:51.0	2006-03-24 09:43:58.0	2006-03-24 09:43:58.0	2006-03-24 09:43:58.0	7	7		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	153~~383
302206	X5eS5kvC8h	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	P-2X-2YGE9	1	ShadeButton1	2006-03-31 10:10:18.0	2006-03-31 10:10:35.0	2006-03-31 10:10:35.0	2006-03-31 10:10:35.0	17	17		1	0	0	1	Shading greater than~~Including the line when shading~~Shading GLF equation with negative slope	8~~8~~3
302505	X5eS5kvC8h	Unit CTA1_15, Section CTA1_15-3	SYS06	1	R3C3	2006-04-21 08:46:08.0	2006-04-21 08:46:56.0	2006-04-21 08:46:56.0	2006-04-21 08:46:56.0	48	48		1	0	0	1	Using simple numbers~~Write expression, positive slope~~Using large numbers	358~~133~~196
302762	X5eS5kvC8h	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE8TRE	1	xScale	2006-04-28 09:04:54.0	2006-04-28 09:04:58.0	2006-04-28 09:04:58.0	2006-04-28 09:05:13.0	8	8		1	0	0	2	Changing axis intervals	133
302832	X5eS5kvC8h	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2	EG-FACTOR22	1	c-factor-1	2006-05-01 08:54:21.0	2006-05-01 08:54:29.0	2006-05-01 08:54:29.0	2006-05-01 08:54:29.0	8	8		1	0	0	1		
303137	X5eS5kvC8h	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR13	1	c-factor-node	2006-05-12 10:05:01.0	2006-05-12 10:05:02.0	2006-05-12 10:05:02.0	2006-05-12 10:05:02.0	1	1		1	0	0	1		
303414	X5eS5kvC8h	Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1	NEWQUAD7TRE	1	(-1000-sqrt(1000^2-4*-16*50))/(2*-16) = x	2006-06-05 09:57:18.0	2006-06-05 09:57:26.0	2006-06-05 09:57:26.0	2006-06-05 09:57:26.0	8	8		1	0	0	1		
